id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,hour,day_of_week,month,is_weekend
14052501,JJ518402,2025-12-11 04:29:00,013XX W 85TH ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,True,False,613,6,21,71.0,26,1168694.0,1848394.0,2025,2025-12-19 15:43:07,41.739513319,-87.65751427,"(41.739513319, -87.65751427)",4,Thursday,12,0
14052579,JJ518543,2025-12-11 04:16:00,010XX W 72ND ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,733,7,17,68.0,7,1170724.0,1857078.0,2025,2025-12-19 15:43:07,41.763299374,-87.649823918,"(41.763299374, -87.649823918)",4,Thursday,12,0
14052858,JJ518957,2025-12-11 04:00:00,042XX N WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1912,19,47,5.0,14,1163061.0,1928244.0,2025,2025-12-19 15:43:07,41.958749261,-87.675913048,"(41.958749261, -87.675913048)",4,Thursday,12,0
14053740,JJ519904,2025-12-11 04:00:00,017XX W ESTES AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - PORCH / HALLWAY,False,False,2424,24,49,1.0,26,1163194.0,1947434.0,2025,2025-12-19 15:43:07,42.011404473,-87.674881711,"(42.011404473, -87.674881711)",4,Thursday,12,0
14052482,JJ518393,2025-12-11 03:54:00,049XX W ERIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1532,15,37,25.0,14,1143409.0,1903865.0,2025,2025-12-19 15:43:07,41.892241814,-87.748773155,"(41.892241814, -87.748773155)",3,Thursday,12,0
14052498,JJ518403,2025-12-11 03:54:00,061XX S INDIANA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,311,3,20,40.0,7,1178649.0,1864477.0,2025,2025-12-19 15:43:07,41.783426526,-87.620552662,"(41.783426526, -87.620552662)",3,Thursday,12,0
14052663,JJ518652,2025-12-11 03:53:00,035XX W 26TH ST,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,1032,10,22,30.0,5,1152985.0,1886496.0,2025,2025-12-19 15:43:07,41.844394945,-87.714064463,"(41.844394945, -87.714064463)",3,Thursday,12,0
14052555,JJ518533,2025-12-11 03:45:00,097XX S WINCHESTER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,2213,22,19,72.0,7,1165181.0,1839978.0,2025,2025-12-19 15:43:07,41.716493497,-87.67062277,"(41.716493497, -87.67062277)",3,Thursday,12,0
14052495,JJ518397,2025-12-11 03:45:00,030XX N LINCOLN AVE,610,BURGLARY,FORCIBLE ENTRY,BAR OR TAVERN,False,False,1932,19,32,6.0,5,1166168.0,1920287.0,2025,2025-12-19 15:43:07,41.936848909,-87.664718731,"(41.936848909, -87.664718731)",3,Thursday,12,0
14052570,JJ518506,2025-12-11 03:40:00,042XX N CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1723,17,33,16.0,14,1151631.0,1927919.0,2025,2025-12-19 15:43:07,41.958090374,-87.717942986,"(41.958090374, -87.717942986)",3,Thursday,12,0
14052519,JJ518391,2025-12-11 03:40:00,078XX S MARYLAND AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,APARTMENT,False,True,624,6,8,69.0,24,1183263.0,1853117.0,2025,2025-12-19 15:43:07,41.752147383,-87.603989513,"(41.752147383, -87.603989513)",3,Thursday,12,0
14052560,JJ518396,2025-12-11 03:38:00,028XX S PRAIRIE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,True,False,133,1,4,35.0,26,1178515.0,1885949.0,2025,2025-12-19 15:43:07,41.842350574,-87.620390837,"(41.842350574, -87.620390837)",3,Thursday,12,0
14052524,JJ518389,2025-12-11 03:30:00,040XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,1115,11,28,26.0,14,1149465.0,1899354.0,2025,2025-12-19 15:43:07,41.879747768,-87.726648948,"(41.879747768, -87.726648948)",3,Thursday,12,0
14052969,JJ519172,2025-12-11 03:30:00,064XX W HIGGINS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1613,16,41,10.0,08B,1132106.0,1934619.0,2025,2025-12-19 15:43:07,41.976838165,-87.789568636,"(41.976838165, -87.789568636)",3,Thursday,12,0
14052526,JJ518431,2025-12-11 03:25:00,002XX N MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,114,1,42,32.0,26,1177256.0,1901915.0,2025,2025-12-19 15:43:07,41.886190872,-87.624527215,"(41.886190872, -87.624527215)",3,Thursday,12,0
14052710,JJ518693,2025-12-11 03:20:00,086XX S COMMERCIAL AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,CONVENIENCE STORE,False,False,424,4,10,46.0,26,1197646.0,1848169.0,2025,2025-12-19 15:43:07,41.738223037,-87.551447953,"(41.738223037, -87.551447953)",3,Thursday,12,0
14053351,JJ518390,2025-12-11 03:15:00,086XX W FOSTER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,1614,16,41,76.0,08B,1117883.0,1933418.0,2025,2026-01-13 15:57:41,41.97377831,-87.841899431,"(41.97377831, -87.841899431)",3,Thursday,12,0
14052919,JJ519097,2025-12-11 03:11:00,067XX W 64TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,812,8,13,64.0,14,1132566.0,1861002.0,2025,2025-12-19 15:43:07,41.774814516,-87.789592035,"(41.774814516, -87.789592035)",3,Thursday,12,0
14052487,JJ518398,2025-12-11 03:03:00,008XX W IRVING PARK RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING / GROUNDS,False,True,1915,19,46,3.0,08B,1169789.0,1926761.0,2025,2025-12-19 15:43:07,41.954535555,-87.651221802,"(41.954535555, -87.651221802)",3,Thursday,12,0
14052909,JJ518545,2025-12-11 03:00:00,056XX W 63RD ST,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,BAR OR TAVERN,False,False,812,8,13,64.0,04B,1139944.0,1862224.0,2025,2025-12-19 15:43:07,41.778036709,-87.762515077,"(41.778036709, -87.762515077)",3,Thursday,12,0
14053666,JJ519909,2025-12-11 03:00:00,054XX W WALTON ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,1524,15,37,25.0,26,1139680.0,1905797.0,2025,2025-12-19 15:43:07,41.897612355,-87.762421172,"(41.897612355, -87.762421172)",3,Thursday,12,0
14052507,JJ518387,2025-12-11 03:00:00,076XX S PHILLIPS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,421,4,7,43.0,08B,1193858.0,1854739.0,2025,2025-12-19 15:43:07,41.756345259,-87.565111109,"(41.756345259, -87.565111109)",3,Thursday,12,0
14052825,JJ518868,2025-12-11 03:00:00,023XX W ADDISON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1921,19,47,5.0,7,1160255.0,1923854.0,2025,2025-12-19 15:43:07,41.946761465,-87.686350846,"(41.946761465, -87.686350846)",3,Thursday,12,0
14054619,JJ521029,2025-12-11 03:00:00,001XX N KOSTNER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,1113,11,28,26.0,26,1147040.0,1900286.0,2025,2025-12-19 15:43:07,41.882351979,-87.735529458,"(41.882351979, -87.735529458)",3,Thursday,12,0
14052936,JJ518972,2025-12-11 03:00:00,061XX W GUNNISON ST,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1622,16,45,11.0,6,1134418.0,1931594.0,2025,2025-12-19 15:43:07,41.968496695,-87.781137959,"(41.968496695, -87.781137959)",3,Thursday,12,0
14052488,JJ518394,2025-12-11 03:00:00,005XX N MILWAUKEE AVE,460,BATTERY,SIMPLE,CTA TRAIN,False,False,1214,12,27,24.0,08B,1170867.0,1903766.0,2025,2025-12-19 15:43:07,41.891412551,-87.647934597,"(41.891412551, -87.647934597)",3,Thursday,12,0
14057278,JJ524289,2025-12-11 03:00:00,023XX W FARWELL AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE - YARD (FRONT / BACK),False,False,2411,24,40,2.0,14,1159428.0,1945537.0,2025,2025-12-19 15:43:07,42.006277699,-87.688790974,"(42.006277699, -87.688790974)",3,Thursday,12,0
14052544,JJ518401,2025-12-11 02:57:00,002XX S STATE ST,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,CTA STATION,False,False,113,1,34,32.0,2,1176417.0,1899156.0,2025,2025-12-19 15:43:07,41.878638996,-87.627691486,"(41.878638996, -87.627691486)",2,Thursday,12,0
14056225,JJ522954,2025-12-11 02:41:00,069XX N GREENVIEW AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,2431,24,49,1.0,5,1165117.0,1946004.0,2025,2025-12-19 15:43:07,42.007439721,-87.667847101,"(42.007439721, -87.667847101)",2,Thursday,12,0
14052506,JJ518388,2025-12-11 02:35:00,018XX W LAWRENCE AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,OTHER (SPECIFY),True,False,2032,20,47,4.0,17,1163385.0,1931915.0,2025,2025-12-19 15:43:07,41.968815819,-87.674618145,"(41.968815819, -87.674618145)",2,Thursday,12,0
14052468,JJ518384,2025-12-11 02:30:00,004XX N JEFFERSON ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,1214,12,34,24.0,04B,1172264.0,1903537.0,2025,2025-12-19 15:43:07,41.890753425,-87.642810883,"(41.890753425, -87.642810883)",2,Thursday,12,0
14052462,JJ518386,2025-12-11 02:30:00,0000X W DIVISION ST,460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1824,18,2,8.0,08B,1175950.0,1908370.0,2025,2025-12-19 15:43:07,41.903933222,-87.629128536,"(41.903933222, -87.629128536)",2,Thursday,12,0
14052503,JJ518375,2025-12-11 02:26:00,087XX S BURLEY AVE,031A,ROBBERY,ARMED - HANDGUN,APARTMENT,False,False,424,4,10,46.0,3,1199184.0,1847735.0,2025,2025-12-19 15:43:07,41.736993626,-87.545827764,"(41.736993626, -87.545827764)",2,Thursday,12,0
14052485,JJ518380,2025-12-11 02:25:00,035XX S RHODES AVE,560,ASSAULT,SIMPLE,CHA APARTMENT,True,False,212,2,4,35.0,08A,1180172.0,1881335.0,2025,2025-12-19 15:43:07,41.829651528,-87.614451899,"(41.829651528, -87.614451899)",2,Thursday,12,0
14056171,JJ522863,2025-12-11 02:25:00,062XX N NAPER AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,1611,16,45,10.0,26,1132292.0,1941055.0,2025,2025-12-19 15:43:07,41.994495893,-87.788734123,"(41.994495893, -87.788734123)",2,Thursday,12,0
14052451,JJ518372,2025-12-11 02:10:00,026XX N CICERO AVE,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,2521,25,31,19.0,18,1143949.0,1917002.0,2025,2025-12-19 15:43:07,41.928281038,-87.746459826,"(41.928281038, -87.746459826)",2,Thursday,12,0
14052626,JJ518580,2025-12-11 02:10:00,031XX N BERNARD ST,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1412,14,35,21.0,6,1152847.0,1920583.0,2025,2025-12-19 15:43:07,41.937935809,-87.713667497,"(41.937935809, -87.713667497)",2,Thursday,12,0
